Nomi,Narxi ($),Tavsifi,Rasm
RB760IGS MIKROTIK ROUTER,100,"Маршрутизатор, 5x Gigabit Ethernet, SFP, Dual Core 880MHz CPU, 256MB RAM, USB, microSD, RouterOS L4, Поддержка аппаратного шифрования IPsec и пакет сервера Dude",
RB5009UG+S+IN MIKROTIK ROUTER,260,"RB5009UG+S+IN – мощный домашний маршрутизатор с USB 3.0, 1G и 2.5G Ethernet портами и 10G SFP + портом, четырехъядерный процессор Marvell Armada ARMv8 1,4 ГГц",
HAP LITE RB941-2ND MIKROTIK ROUTER,30,"MikroTik hAP lite (модель RB941-2nD) — это недорогой Wi-Fi роутер на 2,4 ГГц с двумя встроенными антеннами по 1,5 dBi. На корпусе есть отверстия для крепления роутера на стену. Раньше данный роутер назывался hAP lite classic.",
HAP LITE RB952UI-5AC-2ND MIKROTIK ROUTER,71,"Mikrotik hAP ac lite tower – проверенный, двухдиапазонный беспроводной маршрутизатор в новом эргономичном корпусе. Устройство служит для создания одновременного покрытия Wi-Fi для частот 2.4 и 5 ГГц. Небольшие размеры способствуют компактному размещению дома или в офисе, а предустановленная операционная система RouterOS level 4 делает его надёжным, высокопроизводительным и многофункциональным.",
RBCAPGI-5ACD2ND(CAP AC) MIKROTIK ACCESSPOINT,105,"cAP ac – мощная беспроводная точка доступа, которая будет отлично смотреться как на стене, так и на потолке. Радиомодуль 802.11ac MIMO 2х2 поддерживает одновременн",
RBCAPGI-5ACD2ND(CAP XL AC) MIKROTIK ACCESSPOINT,123,"MikroTik cAP XL ac (модель RBcAPGi-5acD2nD-XL) — это гигабитная двухдиапазонная Wi-Fi точка доступа c увеличенной зоной покрытия. Работает одновременно на частотах 2,4 и 5ГГц и поддерживает скоростной ac стандарт. Данное устройство покрывает Wi-Fi больше площадь благодаря использованию антенн с высоким усилением (6dBi на 2,4ГГц и 5.5dBi на 5ГГц).",
RBCAPGI-5ACD2ND(CAP AX) MIKROTIK ACCESSPOINT,160,"cAP ax – мощная беспроводная точка доступа, которая будет отлично смотреться как на стене, так и на потолке. Радиомодуль 802.11ac MIMO 2х2 поддерживает одновременн",
CRS328-24P-4S+RM MIKROTIK SWITCH,650,"Объединяя лучшие возможности полнофункционального маршрутизатора и коммутатора третьего уровня, MikroTik CRS328-24P-4S+RM имеет 24 гигабитных Ethernet-порта c функцией РоЕ и четыре шахты SFP+ для 10G-соединяемости, поддерживает стандарт 802.3af/at и выполнен в корпусе для установки в стойку.",
CSS326-24S+2S+RM MIKROTIK SWITCH,195,"Управляемый коммутатор 2 уровня на базе SwOS имеет 24 гигабитных Ethernet-порта, 2 порта SFP+ и обеспечивает подключение на канальной скорости с несколькими новыми коммутационными функциями. SFP-слот поддерживает как модули 1.25 Гбит SFP, так и 10 Гбит SFP+.",
CRS326-24S+2Q+RM MIKROTIK SWITCH,290,"CRS326-24S+2Q+RM – продвинутый высокопроизводительный управляемый L3-коммутатор MikroTik, отлично подходящий для работы с большими объемами данных (например, обеспечивая провайдерский доступ в Интернет или поддерживая работу крупного дата-центра). Имеет 2 порта QSFP+ (40 Гбит/сек) для суперскоростных оптических соединений, а также 24 порта SFP+ (10 Гбит/сек), что обеспечивает общую неблокируемую пропускную способность 320 Гбит/сек и коммутационную емкость 640 Гбит/сек со скоростью пересылки большинства распространенных пакетов до 252 Мбит/сек",
CCR2004-16G-2S+ MIKROTIK ROUTER,600,"CCR2004-16G-2S+ – маршрутизатор на процессоре Annapurna Labs Alpine v2 с четырьмя 64-битными ядрами ARMv8-A Cortex-A57, работающими на частоте 1,7 ГГц, 4 Гб ОЗУ, 16 х 10/100/1000 Ethernet портов и 2 х SFP+",
CCR2116-12G-4S+ MIKROTIK ROUTER,1200,"CR2116-12G-4S+ оснащен процессором AL73400  с 16-тью 64-битными ядрами , работающими на частоте 2,0 ГГц. Но вот в чем разница. Этот мощный маршрутизатор превосходит все предыдущие модели CCR в одноядерной производительности, и это наиболее важный аспект, когда речь идет о сложных операциях, основанных на обработке каждого соединения.",
CRS112-8P-4S-IN MIKROTIK SWITCH,260,"Объединяя лучшие возможности полнофункционального маршрутизатора и коммутатора третьего уровня, Mikrotik CRS112-8P-4S оснащён 8 гигабитными портами и четырьмя шахтами SFP. Устройство поддерживает выходы РоЕ 802.3af/at (для пассивного РоЕ или РоЕ 802.3af/at предусмотрен отдельный вход питания) и выполнено в настольном корпусе.",
U6 PRO UBIQUITI ACCESSPOINT,225,"UniFi 6 Professional (U6-Pro) – внутренняя точка доступа WiFi 6 со скоростью до 5,3 Гбит/с и возможностью подключения 300+ клиентов, Dual-band WiFi 6 (802.11ax), Dual-Core Cortex A53 1 GHz, 512 MB",
U6 PLUS UBIQUITI ACCESSPOINT,147,Беспроводная точка доступа Unifi U6 Plus,
UAP AC PRO UBIQUITI ACCESSPOINT,200,"Ubiquiti UniFi AC Pro (модель UAP-AC-PRO) — это гигабитная Wi-Fi точка с поддержкой частот 2,4 и 5 ГГц и высокоскоростного стандарта 802.11 ac. Радиус Wi-Fi покрытия до 122 метров без преград. Устройство имеет влагозащищенный корпус, поэтому может устанавливаться внутри помещения и на улице.",
U6 LR UBIQUITI ACCESSPOINT,260,"Ubiquiti UniFi 6 Long Range Access Point (U6-LR) – двухдиапазонная точка доступа стандарта Wi-Fi 6, обеспечивающая большой радиус покрытия и максимальную скорость соединения в 2.7 Gbps. Поддерживает 4×4:4 MU-MIMO 5 ГГц, 2×2 MIMO 2.4 ГГц, работает в стандартах 802.11a/b/g/n/ac/ax. Предусматривает монтаж на стену / потолок.",
LITEBEAM 5AC GEN2 UBIQUITI WIFI BRIDGE,85,"Ubiquiti LiteBeam 5AC Gen 2 (LBE-5AC-Gen2) – базовая станция мощностью 25 dBm, предназначенная для работы в режимах PtP / PtMP на расстояниях до 20 км. Работает в диапазоне 5 ГГц. Поддерживает стандарты 802.11ac, 2×2 MIMO, AirMax. Обеспечивает скорость обмена данными до 450 Мбит/с. В базовой поставке комплектуется радиопрозрачным защитным кожухом.",
U7 PRO UBIQUITI ACCESSPOINT,255,"Ubiquiti U7-Pro - это новая потолочная точка доступа Wi-Fi 7 с 6 пространственными потоками и поддержкой частоты 6 ГГц для организации Wi-Fi без помех в сложных крупномасштабных средах.
Wi-Fi 7 с поддержкой 6 ГГц
6 пространственных потоков
Покрытие 140 м² 
300+ подключенных устройств
Питание с использованием PoE+
Восходящий канал 2,5 GbE",
USW-24-POE UBIQUITI SWITCH,570,"Управляемый PoE коммутатор Ubiquiti UniFi Switch USW-24-POE Gen2 2-го уровня 24x GE, 2x SFP",
LOCO 5AC UBIQUITI NANOSTATION,73,"Ubiquiti NanoStation 5AC Loco — уличная 5 ГГц (802.11ac) точка доступа со встроенной 13 dBi антенной. Поддерживает каналы шириной 10/20/30/40/50/60/80 МГц. Оснащена 2.4 ГГц радиомодулем, используемым для настройки точки доступа по WiFi с помощью web-интерфейса или мобильного приложения U-Mobile (для Android и iOS). Устройство поддерживает 2×2 MIMO, TDMA-протокол AirMax, что позволяет достичь стабильного соединения на скорости до 300 Мбит/с при дальности до 3 км. Выдерживает самые суровые погодные условия: температуры от -40 до 80° С при влажности от 5 до 95%.",
POWERBEAM 5AC GEN2 UBIQUITI WIFI BRIDGE,155,"Ubiquiti PowerBeam 5AC Gen 2 (PBE-5AC-Gen2) – точка доступа, предназначенная для работы в режиме беспроводного клиента и для создания радиомостов Point-to-Point протяженностью до 25 км. Работает в диапазоне 5 ГГц (802.11ac), поддерживает технологию 2×2 MIMO и обеспечивает скорость передачи данных до 450 Мбит/с. Оснащена передатчиком мощностью 25 dBm и антенной с усилением 25 dBi. Поддерживает ширину канала 10/20/30/40/50/60/80 МГц (PtP) и 10/20/30/40 МГц (PtMP), модуляцию до 256QAM.",
POWERBEAM 5AC 620 UBIQUITI WIFI BRIDGE,290,5 GHz WiFi antenna with a 450+ Mbps Real TCP/IP throughput rate.,
ZKTeco Турникет-Трипод TS1000-D,465,"Турникет-трипод ZKTeco TS1000D. Корпус из нержавеющей стали. Индикатор разрешенного направления прохода. Планки «антипаника», вход для кнопки аварийной разблокировки. Рабочая температура -28°C - +60°C. Р. Питание: AC 220В/110А, длина преграждающих планок - 500 мм. Вес - 30 кг",
ZKTeco Турникет-Трипод TS1000 Plus,350,"Пропускная способность — 25 чел./мин.
Преграждающие планки из нержавеющей стали марки SUS304 диаметром 38 мм, выдерживают максимальную нагрузку весом 40 кг в вертикальном направлении
Степень влагозащиты IPX4. Поворотный механизм турникета защищен специальным уплотнительным кольцом, предохраняющим от воздействия пыли и влаги.
Ширина зоны прохода — 550 мм.
Занимаемая площадь (без планок) — 100×420 мм.
Наработка на отказ — 2 000 000 проходов.",
ZKTeco Турникет-Портал TS200,500,"Ширина прохода – 50 см
Пропускная способность – до 30 человек в минуту
Контроль прохода по одному
2 штатных места для считывателей RFID карт
Автоматическая опция “антипаника”
Материал корпуса и барьера – нержавеющая сталь
Установка как внутри, так и снаружи помещения
Сделано в Китае",
ZKTeco Турникет-Портал Стеклянный (Один проход) SBTL300,1470,Стандартный материал корпуса — нержавеющая сталь SUS304. Материал крышки — поликарбонат. Материал барьера: нержавеющая сталь SUS304. Размеры (Д*Ш*В) 777*750*950 (мм) Ширина дорожки (мм) 497. Пропускная способность: Максимум 25/мин. Открытий: 2 миллион,
ZKTeco Турникет Стеклянный середина SBTL320,1100,Стандартный материал корпуса — нержавеющая сталь SUS304. Материал крышки — поликарбонат. Материал барьера: нержавеющая сталь SUS304. Размеры (Д*Ш*В) 777*750*950 (мм) Ширина дорожки (мм) 497. Пропускная способность: Максимум 25/мин. Открытий: 2 миллион,
ZKTeco Турникет-Трипод mTS1000 WP,450,"Корпус и планки из нержавеющей стали SUS304
Двунаправленный турникет-трипод с функцией “Антипаника”
Светодиодная индикация обозначает направления прохода в обоих направлениях
Высокое качество по выгодной цене
Низкое энергопотребление
Легкий и простой процесс установки",
ZKTeco Шлагбаум (серый) CMP200,350,"Время подъема и опускания стрелы — 3 с.
Угол поднятия стрелы — 90º.
Радиус действия пульта ДУ — 30 м открытого пространства.
Защита от перенапряжения (предохранитель в материнской плате) и превышения времени движения стрелы (контроллер остановит подъем или опускание).",
ZKTeco Шлагбаум (оранжевый) CMP200,350,"Время подъема и опускания стрелы — 3 с.
Угол поднятия стрелы — 90º.
Радиус действия пульта ДУ — 30 м открытого пространства.
Защита от перенапряжения (предохранитель в материнской плате) и превышения времени движения стрелы (контроллер остановит подъем или опускание).",
ZKTeco Автоматика для ворот ZK-SW400DC,480,"Питание - AC220V/50Hz
Вес двери - до 400кг
Потребляемая мощность - 80Вт
Скорость открытия - 1,2 м/мин.
Режим - электромагнитный
Уровень шума ≤60 дБ
Рабочая температура -20°C ~ 70°C
Размеры -  1450*106*96（mm）
Размер упаковки - 1070*280*305 мм
Вес 20кг",
ZKTeco WIFI камера C1B2,28,"• Беспроводное дистанционное подключение по Wi-Fi
• Разрешение изображения 3 Мп
• Тип объектива Фиксированный
• Фокусное расстояние 2.8 mm
• ИК подсветка, до 10 m
• Определение движения
• Встроенный микрофон & динамик
• MicroSD max 128 Gb
• Интерфейсы подключения MicroUSB
• Питание 5V/1A (Адаптер питания включен в комплект)
• Рабочая температура -10+40 °C
• Размеры 57 x 56 x 112 mm
• Совместимость ZSmart App",
ZKTeco поворотная WIFI камера C2E2,36,"• Беспроводное дистанционное подключение по Wi-Fi
• Вращающийся корпус (PTZ), автосопровождение движения
• Разрешение изображения 3 Mp
• Тип объектива Фиксированный
• Фокусное расстояние 3,6 mm
• ИК подсветка, до 10 m
• Определение движения
• Встроенный микрофон & динамик
• MicroSD max 128 Gb
• Интерфейсы подключения Type C
• Питание 5V/1A (Адаптер питания включен в комплект)
• Рабочая температура -10+40 °C
• Размеры Φ72x115 mm
• Совместимость ZSmart App",
ZKTeco WIFI камера C2E,33,"C2E Series
C2E is a premium pan & tilt smart indoor camera used for your home security. With C2E simple plug-in  installation and smart core inside, this smart pan & tilt camera assists user to have peace of mind out of the busy  life.",
